customer_id,age,annual_income,credit_score,gender,purchase
873,77,42603.43,432,Male,true
874,73,42025.75,830,Female,true
875,67,85754.2,461,Female,true
876,29,75577.54,368,Male,true
877,45,43736.5,825,Female,false
878,78,74424.01,709,Male,false
879,64,68047.76,606,Male,true
880,76,36759.63,635,Male,false
881,69,32691.88,515,Male,true
882,79,75433.58,731,Female,false
883,74,31008.59,459,Male,true
884,37,55208.3,441,Female,true
885,76,72451.46,824,Male,false
886,38,75977.66,608,Male,false
887,67,50252.62,723,Female,true
888,61,71888.79,652,Female,true
889,45,38561.25,643,Male,false
890,72,78704.85,477,Male,true
891,61,65985.26,338,Male,false
892,42,60234.41,749,Female,true
893,18,68075.81,643,Male,false
894,33,83465.08,510,Female,false
895,50,42259.46,439,Female,true
896,61,74924.37,730,Male,false
897,24,50991.88,629,Female,true
898,36,58676.59,322,Male,true
899,64,46434.51,601,Male,true
900,25,60923.09,683,Female,true
901,36,94387.47,769,Female,true
902,37,88859.89,369,Female,true
903,54,92517.73,822,Female,true
904,75,92677.88,832,Female,false
905,72,30498.78,401,Male,false
906,51,65046.56,598,Male,true
907,31,96320.08,712,Female,false
908,32,94488.12,497,Female,false
909,73,84436.49,348,Female,true
910,76,87771.08,477,Female,false
911,33,79678.46,551,Male,false
912,32,94522.07,831,Male,false
913,47,70195.34,716,Male,true
914,70,82066.87,602,Male,true
915,65,45670.3,441,Female,true
916,35,69291.52,712,Female,false
917,20,47013.85,368,Male,true
918,43,36154.64,329,Male,true
919,70,69593.18,505,Female,true
920,45,93941.56,310,Female,false
921,30,39758.06,810,Male,true
922,33,57518.32,408,Male,true
923,67,69752.0,656,Female,true
924,78,40377.39,695,Female,true
925,65,88016.06,321,Male,true
926,49,97860.83,641,Male,false
927,24,50434.55,654,Male,false
928,74,60868.94,675,Female,true
929,26,47310.79,657,Male,false
930,68,77722.41,414,Female,true
931,41,63862.71,680,Male,false
932,44,57511.53,836,Male,true
933,35,99668.22,344,Male,false
934,27,61700.57,301,Male,false
935,38,46613.66,597,Female,false
936,73,96838.69,664,Female,false
937,18,44018.75,491,Male,false
938,39,60049.39,548,Male,false
939,37,60271.63,575,Male,false
940,66,86078.88,496,Female,true
941,65,51899.02,799,Female,false
942,55,79171.43,694,Male,true
943,57,84056.8,402,Female,false
944,73,63107.79,674,Male,false
945,63,80723.68,848,Female,true
946,52,97225.14,756,Male,false
947,19,87862.34,547,Female,false
948,54,60635.28,431,Female,true
949,51,61239.88,536,Male,true
950,79,49263.19,382,Female,true
951,41,55355.93,334,Female,false
952,69,57368.32,600,Male,false
953,39,57461.84,849,Female,true
954,74,31524.85,837,Female,true
955,46,70784.37,357,Female,false
956,40,57245.15,761,Male,false
957,73,56693.78,586,Female,true
958,45,99973.53,848,Female,false
959,41,97818.76,612,Male,false
960,71,85021.93,599,Female,false
961,61,99726.47,834,Male,false
962,33,42361.95,644,Female,true
963,78,55495.74,504,Female,false
964,19,45306.45,377,Female,false
965,70,81940.89,326,Male,true
966,57,44047.47,646,Male,true
967,80,61603.61,804,Female,true
968,53,43108.22,368,Male,false
969,19,48712.73,630,Male,false
970,55,40483.59,503,Female,true
971,71,76804.87,708,Male,false
972,78,37230.06,323,Female,false
973,25,57903.48,345,Female,true
974,40,40759.75,619,Male,false
975,45,54111.17,383,Female,false
976,55,93452.09,669,Male,true
977,47,47374.42,587,Male,true
978,65,83895.21,764,Male,false
979,64,81056.73,380,Male,true
980,68,57959.41,516,Female,true
981,69,56115.65,651,Male,true
982,23,30909.4,813,Female,true
983,80,48360.71,721,Female,true
984,44,92370.97,305,Male,false
985,48,80113.55,412,Female,false
986,57,46072.76,784,Male,true
987,75,63813.68,362,Male,false
988,48,36527.07,389,Male,true
989,38,77836.21,623,Male,false
990,46,61916.45,703,Female,true
991,70,42138.68,816,Male,false
992,20,68371.57,716,Male,true
993,25,69471.33,638,Female,false
994,63,96915.77,699,Male,true
995,80,59981.78,833,Male,false
996,30,55377.72,600,Male,false
997,46,69113.13,386,Male,false
998,48,86376.72,735,Male,true
999,46,59102.87,498,Female,true
1000,35,66177.27,719,Male,true
